CODFILIAL,SEGMENTO,FATURAMENTO,MARGEM,CLIENTE,Mes
05,FLV NACIONAIS,94179.34,24.9633583543907%,SUL CARGAS TRANSPA,Mar
13,FLV NACIONAIS,93953.24,22.9007329939648%,TIELI,Jan
05,FLV NACIONAIS,93601.49,26.49564955993%,ATACADAO,Abr
14,ALIMENTOS INDUSTRIALIZADOS,93348.16,54.6128345823453%,IRMAOS MUFFATO & CIA,Jan
12,FLV IMPORTADOS,92965,23.6517042758027%,EDUARDO MORAIS,Mar
12,FLV IMPORTADOS,92904,18.3005582859726%,COMERCIO DE FRUTAS R,Mar
14,ALIMENTOS INDUSTRIALIZADOS,92111.9,42.6950773458656%,IRMAOS MUFFATO,Abr
16,FLV NACIONAIS,91808,20.0329791412513%,CLIENTE PADRAO,Jan
11,FLV NACIONAIS,91713.48,20.6965429945521%,BRASAO GUARATUBA,Jan
04,SEGMENTO ORGANICOS,91650.8,28.0014886722211%,GOGREEN,Mar
11,FLV NACIONAIS,90782.82,12.6973791455479%,ITALO SUPERMERCADOS,Jan
15,FLV NACIONAIS,90581.47,21.8886254640923%,STOCK ATACADISTA,Abr
04,FLV NACIONAIS,90420.18,25.0045133066535%,SUPER MERCOSUL,Mar
05,FLV NACIONAIS,89853.88,32.7492839930786%,COOPERATIVA DE PRODU,Mar
04,FLV NACIONAIS,89851.08,29.4985563445648%,JORGE DOBGINSKI,Mar
01,FLV IMPORTADOS,88935,31.7846774273346%,AGRONASCENTE,Fev
01,FLV IMPORTADOS,88605,2.83068886631681%,FRUTAS GABRIELE,Mar
05,FLV NACIONAIS,88577.7,27.2450583352509%,IMPERIAL SUPERMERCAD,Abr
14,ALIMENTOS INDUSTRIALIZADOS,88540.19,43.9969757551176%,REDE PLUS ASSUNOR,Mar
14,ALIMENTOS INDUSTRIALIZADOS,88294.98,43.0063083767616%,SUPERMERCADO AMIGAO,Mar
12,FLV IMPORTADOS,88200,19.0682278231293%,FRUTAS G & N,Mar
04,FLV NACIONAIS,87409.79,27.5874925840627%,SUPER UBIALLI,Fev
14,ALIMENTOS INDUSTRIALIZADOS,87275.16,47.1706198877206%,TUDOCASA IMPORTACAO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,87241.41,40.907611339615%,GCA DISTRIBUIDORA,Fev
04,FLV NACIONAIS,87011.89,29.1178631669247%,SUPERMERCADO UNIAO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,85982.4,44.3233871815627%,BOCCHI ATACADO,Fev
04,FLV NACIONAIS,85882.83,22.2064349520613%,SUPERDIA ATACADO,Jan
05,FLV NACIONAIS,85850.85,23.2815991454948%,MOURA COMERCIO,Jan
09,FLV NACIONAIS,85508.2,30.3562405827745%,LAR MEDIANEIRA,Jan
05,FLV NACIONAIS,85486.3,26.7609407472308%,ALBERTI II,Mar
01,FLV IMPORTADOS,85420,5.01996271365021%,FRUTAS GABRIELE,Fev
05,FLV NACIONAIS,85329.58,26.8426739472994%,MERCADO LIDER,Fev
09,FLV NACIONAIS,85231.34,29.5048335506634%,SUPERMERCADO CRISTO,Fev
04,FLV NACIONAIS,85005.26,29.0026763677592%,SUPERMERCADO UNIAO,Fev
05,FLV NACIONAIS,84713.6,25.1195042826654%,MOURA E SANTOS,Fev
05,FLV NACIONAIS,84700.55,31.9142380657504%,MERCADO LIDER,Mar
05,FLV NACIONAIS,84566.89,24.6803873689133%,SHOP ESTOK ATACADIST,Mar
05,FLV NACIONAIS,84155.39,13.048386970676%,COTRISAL,Abr
09,FLV NACIONAIS,83391.2,29.7192936065196%,SUPER CERCAR,Mar
13,FLV NACIONAIS,83344.8,20.8243026421287%,SUPERMERCADOS KOCH,Fev
04,SEGMENTO ORGANICOS,83285.8,32.4933468130222%,GOGREEN,Fev
04,FLV NACIONAIS,83053.8,30.6460599956301%,SUPER POLO,Abr
16,FLV NACIONAIS,82902.12,19.3420148483537%,CLIENTE PADRAO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,82857.6,47.8439457702448%,ATACADO E DISTRIBUID,Fev
04,FLV NACIONAIS,82811.41,28.5469325301912%,SUPERMERCADO AMIGAO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,82703.93,42.6284099074857%,ALLMAYER,Mar
05,FLV NACIONAIS,82536.72,28.1431910973098%,COOP. DE PROD. E CON,Mar
02,FLV NACIONAIS,82496.08,15.7989306158547%,CLIENTE PADRAO,Mar
12,FLV IMPORTADOS,82427,17.5282829291373%,FRUTAS SIERRA,Mar
05,FLV NACIONAIS,82055.03,23.7923361310087%,ALBERTI II,Jan
09,FLV NACIONAIS,82037.7,31.4200753434092%,LAR COOPERATIVA AGRO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,81641.15,50.493490676441%,SUPERPAO,Fev
05,FLV NACIONAIS,81625.96,19.9926173241944%,SUL CARGAS TRANSPA,Jan
12,FLV IMPORTADOS,81560,9.2666419691025%,AGROCOMERCIAL BAURUE,Jan
04,FLV NACIONAIS,81554.5,28.7512619314448%,SUP PONTO QUENTE,Mar
01,FLV IMPORTADOS,81500,3.91484809815952%,WMA COMERCIO,Abr
21,FLV NACIONAIS,81057.93,26.825404289702%,SUPERMERCADOS COMPER,Fev
09,FLV NACIONAIS,80830.64,21.9138765366108%,PRIMATO COOPERATIVA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,80715.15,47.0023184618997%,MONACO ATACADO,Fev
12,FLV IMPORTADOS,80554,-2.14383666857017%,CLIENTE PADRAO,Abr
05,FLV NACIONAIS,80476.39,27.0184462672841%,MOURA E SANTOS,Mar
11,FLV NACIONAIS,80223,19.113107440283%,CONDOR SUPER CENTER,Fev
04,FLV NACIONAIS,79865.61,28.2191969785506%,MERCADO DEON,Mar
09,FLV NACIONAIS,79701.4,25.5718286002504%,LAR MEDIANEIRA,Mar
14,ALIMENTOS INDUSTRIALIZADOS,79356.17,36.0435282462018%,VERONA SUPERMERCADO,Fev
05,FLV NACIONAIS,79355,27.9549669712054%,SUPERMERCADO ROYAL,Abr
05,FLV NACIONAIS,79114,23.0803242239518%,HIPERMERCADO WAGNER,Fev
12,FLV IMPORTADOS,78670,11.8517390364815%,TRANSFRUTI NK,Fev
04,FLV NACIONAIS,78488.58,28.4848128138451%,ATENA SUPERMERCADO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,78105.6,49.1067775165929%,CD ZAT,Fev
01,FLV IMPORTADOS,78074,20.99283054538%,ALLIUM INDUSTRIA E C,Jan
02,FLV NACIONAIS,77514.3,23.7830880755427%,PARANA SUPERMERCADOS,Mar
04,FLV NACIONAIS,77242.38,29.6391724206248%,MERCEARIA ECONOMICO,Mar
09,FLV NACIONAIS,77036.18,27.2950643061481%,MUFFATAO CANCELLI,Mar
04,FLV NACIONAIS,76996.87,36.8064529607219%,IRMAOS MUFFATO,Mar
09,FLV NACIONAIS,76982.14,29.1472326048614%,SUPERMERCADO CRISTO,Jan
12,FLV IMPORTADOS,76959.53,24.9717903552685%,TENDA ATACADO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,76893.6,45.1677461843379%,MONACO ATACADO,Mar
05,FLV NACIONAIS,76659.49,20.146932297619%,COTRICAMPO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,76507.2,34.4344879044064%,LUXURG PRODUCTS,Jan
14,ALIMENTOS INDUSTRIALIZADOS,76507.2,34.4400416823515%,LUXURG PRODUCTS,Fev
09,FLV NACIONAIS,76142.33,26.9115043104144%,SUPER CERCAR,Fev
10,FLV NACIONAIS,75885.44,25.254140372646%,CLIENTE PADRAO,Jan
12,FLV IMPORTADOS,75825,8.51181175074183%,PERBONI FLV S/A,Jan
11,FLV NACIONAIS,75785,13.674192262401%,CONDOR SUPER CENTER,Jan
05,FLV NACIONAIS,75737.45,25.1605809349485%,SUPERMERCADO JL LTDA,Mar
21,FLV NACIONAIS,75586.47,24.7657437104815%,PASQUALOTTO SUPERMER,Jan
12,FLV IMPORTADOS,75040,12.1487294415201%,COMERCIAL LUCELMAR,Fev
12,FLV IMPORTADOS,75000,12.98514792%,M C C DA ANUNCIACAO,Fev
04,FLV NACIONAIS,74987.14,30.2853061071539%,SUPERMERCADO REAL,Mar
23,FLV NACIONAIS,74783.32,12.4504562113584%,SUPERMERCADO POLACO,Fev
12,FLV IMPORTADOS,74245,20.1095175836757%,PERBONI SIA DF,Jan
05,FLV NACIONAIS,73935.13,30.8179603660668%,MERCADO LIDER,Jan
04,FLV NACIONAIS,73909.46,26.5900679418271%,SUPERMERCADO ALGERI,Mar
05,FLV NACIONAIS,73805.67,19.5346864868501%,MASTER ATS SUPERMER,Mar
12,FLV IMPORTADOS,73770,5.28125499044546%,CANELAS COML AGRICOL,Jan
23,FLV NACIONAIS,73460.06,11.8403030980372%,SUPERMERCADO POLACO,Mar
12,FLV IMPORTADOS,73390,20.054029404551%,EDUARDO MORAIS,Fev
10,FLV NACIONAIS,73098.32,29.9706146871775%,TCHE MACHADO,Jan
04,FLV NACIONAIS,72962.08,17.1402967404438%,SUPER UNIMAX,Mar
05,FLV NACIONAIS,72622.39,22.3499548316022%,SHOP ESTOK ATACADIST,Fev
14,ALIMENTOS INDUSTRIALIZADOS,72523.11,52.7439735671283%,SUPER MUFFATO,Jan
05,FLV NACIONAIS,72122.27,30.0818676533615%,COOPERATIVA AGROINDU,Jan
04,FLV NACIONAIS,72106.46,22.1169443209388%,PAI E FILHAS,Jan
12,FLV IMPORTADOS,71800,11.0012161699164%,T E T HORTIFRUTIGRAN,Jan
04,FLV NACIONAIS,71615.7,31.7335565385802%,PEDRO AZEVEDO,Fev
12,FLV IMPORTADOS,71460,15.5483243212986%,MENSAGEIRA,Jan
02,FLV NACIONAIS,71202.7,14.0249915803755%,CLIENTE PADRAO,Fev
09,FLV NACIONAIS,70933.8,27.1199107195723%,MUFFATAO CANCELLI,Fev
14,ALIMENTOS INDUSTRIALIZADOS,70778.17,41.7601938811522%,PARANA SUPERMERCADOS,Jan
11,FLV NACIONAIS,70755.56,24.7820502727984%,PONTAL DO SOL COMERC,Jan
10,FLV NACIONAIS,70535.62,23.9391563578512%,COOP DE PROD E ABAST,Mar
04,FLV NACIONAIS,70370,28.4381040358107%,ANTONIETTI & ANTONIE,Fev
05,FLV NACIONAIS,70183.85,26.0969576334157%,PERETTO LOJA 1,Mar
04,FLV NACIONAIS,70089.45,19.5763183046807%,DAL POZZO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,70080.24,46.2502033240754%,GCA DISTRIBUIDORA,Mar
12,FLV IMPORTADOS,69875,9.68938593202147%,FRUTAS SIERRA,Jan
04,FLV NACIONAIS,69701.6,25.5339383027075%,FRUTARIA MELO,Mar
11,FLV NACIONAIS,69474.02,14.6895390824373%,ITALO SUPERMERCADOS,Fev
05,FLV NACIONAIS,69314.75,25.2712394403789%,ALBERTI COMERCIO DE,Jan
02,FLV NACIONAIS,69207.5,15.2146514927113%,COMPANHIA SULAMERICA,Fev
14,ALIMENTOS INDUSTRIALIZADOS,68948.89,36.1892924289761%,SUPER GOLFF,Fev
15,FLV NACIONAIS,68839.8,18.5761032869292%,SUPERMERCADO TONHAO,Fev
04,FLV NACIONAIS,68764.27,29.7362060122212%,SUPERMERCADO REAL,Jan
09,FLV NACIONAIS,68737.35,36.4530749876159%,LAR COOPERATIVA AGRO,Jan
02,FLV NACIONAIS,68431.6,11.3549918706153%,COMPANHIA SULAMERICA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,68251.13,40.8881093696359%,REDE PLUS ASSUNOR,Jan
12,FLV IMPORTADOS,68240,23.0994856828839%,JUGUI EXPORTACAO,Fev
13,FLV NACIONAIS,68191.2,6.89675703367342%,SUPERMERCADOS KOCH,Mar
05,FLV NACIONAIS,68094.88,24.1856005032977%,ESFERA ATACADISTA,Mar
04,FLV NACIONAIS,68018.14,31.6346774551612%,SUPERMERCADO REAL,Fev
04,FLV NACIONAIS,67863.65,31.063554318107%,MERCADO VITORIA,Mar
23,FLV NACIONAIS,67732.86,14.58640963928%,SUPERMERCADO POLACO,Jan
11,FLV NACIONAIS,67573.24,18.4373235914098%,RGS COMERCIO DE ALIM,Mar
05,FLV NACIONAIS,67478.2,23.4027960795028%,MASTER ATS SUPERMERC,Fev
11,FLV NACIONAIS,67382.55,14.6861086985863%,REDE TOP,Jan
04,FLV NACIONAIS,67275.01,26.513622138259%,ATENA SUPERMERCADO,Jan
05,FLV NACIONAIS,67171.04,25.1046487742337%,ALBERTI II,Fev
12,FLV IMPORTADOS,67040,13.8674956891408%,CV COM DE FRUTAS,Jan
05,FLV NACIONAIS,67019.59,19.2514797106682%,MASTER ATS SUPERMERC,Mar
05,FLV NACIONAIS,66777.28,26.6362691172806%,ALBERTI COMERCIO DE,Mar
05,FLV NACIONAIS,66573.8,22.60107130109%,SILVA ATACAREJO,Fev
04,SEGMENTO ORGANICOS,66498.14,31.3024230026419%,CENTER SUPERMERCADOS,Jan
13,FLV NACIONAIS,66317.71,21.6543218545996%,CLIENTE PADRAO,Jan
04,FLV NACIONAIS,66295.15,28.8998158236311%,PAI E FILHAS,Mar
04,FLV NACIONAIS,66125.08,30.6546877311917%,MERCEARIA ECONOMICO,Fev
04,FLV NACIONAIS,65997.65,35.3424324047902%,SUPERMERC FLORIANO,Mar
04,FLV NACIONAIS,65911.01,32.3323062565723%,SUPER GEITTENES LTDA,Mar
01,FLV IMPORTADOS,65880,32.9149025804493%,AGRONASCENTE,Jan
13,FLV NACIONAIS,65544.51,27.3602497600486%,SUPERMERCADO MERCOCE,Jan
12,FLV IMPORTADOS,65128,18.1824674487164%,PERBONI BRASIL,Mar
05,FLV NACIONAIS,65001.5,24.4700533961103%,HIPERMERCADO WAGNER,Jan
12,FLV IMPORTADOS,64945,18.9779869581954%,GREEN AGRONEGOCIOS L,Jan
04,FLV NACIONAIS,64918.84,30.3265516913118%,SUPERMERCADOS QUADRI,Mar
04,FLV NACIONAIS,64898.41,27.1093986432025%,ANTONIETTI & ANTONIE,Jan
16,FLV NACIONAIS,64868.6,15.0775167824593%,MACA VERDE,Jan
12,FLV IMPORTADOS,64480,34.9715685483871%,T E T HORTIFRUTIGRAN,Mar
01,FLV IMPORTADOS,64408,13.676229893802%,FORTTUNI COMERCIO DE,Fev
01,FLV IMPORTADOS,64400,4.80858208074535%,GARCIA 3G COMERCIAL,Mar
05,FLV NACIONAIS,64264.4,26.01482699043%,ATACADAO S.A,Abr
04,FLV NACIONAIS,64131.95,30.6099353730744%,SUP PONTO QUENTE,Fev
09,FLV NACIONAIS,63994.4,24.7506782468466%,SANTA HELENA SUPERME,Jan
14,ALIMENTOS INDUSTRIALIZADOS,63899.37,50.5677435969434%,IRMAOS MUFFATO S.A.,Mar
04,FLV NACIONAIS,63613.83,27.7690294390387%,HAMUD E HAMUD,Mar
04,FLV NACIONAIS,63296.5,21.9951528915501%,FRUTEIRA TREVO,Abr
09,FLV NACIONAIS,63258.3,20.5711845926272%,SUPER PUPPO,Jan
02,FLV NACIONAIS,62977.8,11.8275485012179%,NIPPON SUPERMERCADOS,Mar
04,FLV NACIONAIS,62956.72,25.9096713917225%,SUP PONTO QUENTE,Jan
13,SEGMENTO ORGANICOS,62890.96,30.866112935786%,COMPER,Mar
12,FLV IMPORTADOS,62740,11.9733290086069%,UNIAO FRUTAS FINAS,Jan
13,FLV NACIONAIS,62369.25,19.9865732712835%,MAURILIO,Fev
04,FLV NACIONAIS,62361.04,28.139869131664%,ZEZINHO SUPERMERCADO,Mar
04,FLV NACIONAIS,62332.2,28.1799913848701%,PEDRO AZEVEDO,Jan
05,FLV NACIONAIS,62307.44,15.6396092313293%,SHOP ESTOK ATACADIST,Jan
15,FLV NACIONAIS,62236.5,25.2035959475562%,IRMAOS MUFFATO,Mar
05,FLV NACIONAIS,62179,34.0300283375416%,ALFA CHAPECO,Jan
05,FLV NACIONAIS,62058.23,20.0178581695249%,SUPERMERCADO JL LTDA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,62021.4,51.3011279395528%,SUPERPAO,Mar
21,FLV NACIONAIS,61984.78,26.1230837473328%,TROPICAL SUPERMERCAD,Fev
04,FLV NACIONAIS,61739.15,21.9953825247027%,FRUTEIRA TREVO,Jan
09,FLV NACIONAIS,61550.09,24.7786863024896%,SANTA HELENA SUPERME,Mar
12,FLV IMPORTADOS,61430,9.77490278365619%,FRUTAS SIERRA,Fev
14,ALIMENTOS INDUSTRIALIZADOS,61299.93,41.9431429287147%,COPAGRIL,Jan
11,FLV NACIONAIS,61116,21.3815262288108%,PONTAL DO SOL COMERC,Fev
05,FLV NACIONAIS,60862.46,28.1938905525672%,JOAO 23,Mar
04,FLV NACIONAIS,60708.12,28.5527348533476%,ZEZINHO SUPERMERCADO,Jan
09,FLV NACIONAIS,60555.11,24.9637138302614%,SANTA HELENA SUPERME,Fev
04,FLV NACIONAIS,60547.03,30.1575266862801%,SUPERMERCADOS QUADRI,Fev
01,FLV IMPORTADOS,60330,24.2688689706614%,ALLIUM INDUSTRIA E C,Fev
23,FLV NACIONAIS,60144.1,16.7723590510125%,SUPER CONSALTER,Mar
12,FLV IMPORTADOS,60005,36.4671190900758%,GRANFRUTTS,Mar
05,FLV NACIONAIS,59796.85,30.4801061427149%,ALFA NOVA ERECHIM,Mar
05,FLV NACIONAIS,59792.11,23.0556084282313%,SUPERMERCADO JL LTDA,Fev
04,FLV NACIONAIS,59480.22,27.4647977428463%,SUPERMERCADOS QUADRI,Jan
12,FLV IMPORTADOS,59320,13.8538039784221%,AGRO SANTOS,Jan
04,FLV NACIONAIS,59136.64,30.9407808762892%,KRAEMER & KRAEMER,Mar
05,FLV NACIONAIS,59130.73,27.4933874977811%,BRASAO CENTRO,Fev
04,FLV NACIONAIS,59118.44,32.6956515090723%,SUPER MERCOSUL,Fev
14,ALIMENTOS INDUSTRIALIZADOS,58860.06,43.4699950186935%,DEQUECH,Mar
14,ALIMENTOS INDUSTRIALIZADOS,58595.77,36.87005153171%,NO PONTO,Fev
04,FLV NACIONAIS,58518.71,29.2881031895611%,MERCADO GAVA,Mar
05,FLV NACIONAIS,58436.12,20.9989801855428%,TRES PASSOS SERVICOS,Jan
16,FLV NACIONAIS,58343.36,17.6053741162662%,CLIENTE PADRAO,Fev
11,FLV NACIONAIS,58322.61,21.6872545655964%,RGS COMERCIO DE ALIM,Jan
09,FLV NACIONAIS,57970.35,30.1276826343122%,SUPER CERCAR,Jan
05,FLV NACIONAIS,57682.7,28.1345486276648%,COOPERAURORA,Mar
14,ALIMENTOS INDUSTRIALIZADOS,57450.48,43.7252630961482%,SUPER COMPRA DISTRIB,Jan
05,FLV NACIONAIS,57295.75,28.9589364307126%,COOPERATIVA AGROINDU,Fev
11,FLV NACIONAIS,57235,24.9198501091989%,CIRCUITO ATACADO,Jan
05,FLV NACIONAIS,57184.75,22.5138491157076%,MASTER ATS SUPERMER,Fev
05,FLV NACIONAIS,57140.73,30.0219217710379%,COOPERATIVA DE PRODU,Fev
01,FLV IMPORTADOS,57120,13.813781512605%,FAZENDA SAO LUIS,Fev
04,FLV NACIONAIS,56976.99,17.4581973356347%,SUPER LUCIETTO,Mar
09,FLV NACIONAIS,56699.32,25.837265228516%,PRIMATO COOPERATIVA,Fev
05,FLV NACIONAIS,56485.71,33.0429824109496%,SUPERMERCADO TRES IR,Mar
10,FLV NACIONAIS,56477.45,22.8305503339564%,COMPER PASSA VINTE,Abr
03,FLV NACIONAIS,56448,0%,SDB COMERCIO DE ALIM,Fev
03,FLV NACIONAIS,56448,0%,SDB COMERCIO DE ALIM,Mar
05,FLV NACIONAIS,56434.47,31.8006587363571%,COOP. DE PROD. E CON,Fev
11,FLV NACIONAIS,56416,11.317857044101%,ESTRELA DO MAR,Mar
11,FLV NACIONAIS,56382.22,12.7623200363519%,SUPER PALMEIRA,Fev
05,FLV NACIONAIS,56376.29,27.5102315669141%,COOP. DE PROD. E CON,Jan
05,FLV NACIONAIS,56342.13,30.437738722338%,COOPERATIVA AGROINDU,Mar
09,FLV NACIONAIS,55996.62,27.1565303988938%,ALLMAYER,Abr
04,FLV NACIONAIS,55952.7,29.2553325934227%,SUPER MERCOSUL,Jan
12,FLV IMPORTADOS,55852,10.7406971102199%,AGROCOMERCIAL BAURUE,Fev
04,FLV NACIONAIS,55559.57,28.7338112048023%,PAI E FILHAS,Fev
11,FLV NACIONAIS,55556.81,17.2013793996714%,REDE TOP,Mar
14,ALIMENTOS INDUSTRIALIZADOS,55465.99,48.2673630582565%,MANFROI SUPERMERCADO,Jan
09,FLV NACIONAIS,55401.4,30.8079429400701%,LAR COOPERATIVA AGRO,Fev
04,FLV NACIONAIS,55342.33,25.4783161835599%,MERCEARIA ECONOMICO,Jan
04,FLV NACIONAIS,55220.94,28.3806480137924%,SUPERMERCADO ALGERI,Fev
04,SEGMENTO ORGANICOS,55214.5,39.9161852216909%,ITALO SUPERMERCADOS,Fev
13,FLV NACIONAIS,54871,27.5965085206179%,HIPPO SUPERMERCADOS,Mar
13,SEGMENTO ORGANICOS,54692.71,27.8569008922761%,SDB COMERCIO DE ALIM,Jan
03,FLV NACIONAIS,54679,0%,SDB COMERCIO DE ALIM,Jan
13,FLV NACIONAIS,54667.5,19.2983810490694%,MAURILIO,Jan
21,FLV NACIONAIS,54619.74,28.6167555763632%,FORT ATACADISTA,Jan
10,FLV NACIONAIS,54609.4,26.7663846240812%,COOP DE PROD E ABAST,Jan
11,FLV NACIONAIS,54500,5.7422089357798%,HORTIFRUTIG CAPITAL,Mar
09,FLV NACIONAIS,54326.2,31.0320459005047%,MUFFATAO CANCELLI,Jan
04,FLV NACIONAIS,54283.7,26.1961541309822%,HAMUD E HAMUD,Fev
05,FLV NACIONAIS,54243.3,29.3585181065373%,KROSS ATACADISTA,Jan
04,FLV NACIONAIS,54142.43,32.9391188389587%,ANTONIETTI & ANTONIE,Mar
04,FLV NACIONAIS,54067.28,26.0435737260867%,MERCADO DEON,Jan
10,FLV NACIONAIS,53791.28,4.25873312551777%,CLIENTE PADRAO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,53772.9,50.496059037173%,COOP. DE PROD. E CON,Fev
05,FLV NACIONAIS,53617.33,28.1315321184401%,JOAO 23,Jan
21,FLV NACIONAIS,53553.39,4.01215609319969%,CLIENTE PADRAO,Fev
12,FLV IMPORTADOS,53410,8.51890848155776%,ATACADAO HORTIFRUTI,Fev
13,FLV NACIONAIS,53214.8,19.1197755511625%,MAURILIO,Mar
11,FLV NACIONAIS,53208.88,20.1732095469779%,RGS COMERCIO DE ALIM,Fev
04,FLV NACIONAIS,52990.08,29.8336028177349%,REDECON SUPERMERCADO,Mar
05,FLV NACIONAIS,52951.56,27.7324351539407%,COOPER ALFA,Fev
09,FLV NACIONAIS,52939.42,21.6416625644935%,MERCADO JULIFRAN,Jan
05,FLV NACIONAIS,52860.82,29.9273449361928%,BRASAO CENTRO,Jan
04,FLV NACIONAIS,52807.49,22.0412542123784%,SUPER LUCIETTO,Jan
04,FLV NACIONAIS,52796.92,32.3420527561078%,CASTRO CENTRO,Fev
12,FLV IMPORTADOS,52742,26.1406466193925%,JUGUI EXPORTACAO,Mar
05,FLV NACIONAIS,52669,29.9424400779944%,CELEIRO ITALIA,Jan
05,FLV NACIONAIS,52623.8,27.537555649725%,ALBERTI COMERCIO DE,Fev
05,FLV NACIONAIS,52571.95,28.7793357286221%,BRASAO AVENIDA,Fev
04,SEGMENTO ORGANICOS,52569.9,28.4851243582354%,RAIZS ORGANICOS LTDA,Mar
05,FLV NACIONAIS,52545.67,29.1726978264813%,COOPERATIVA DE PRODU,Jan
05,FLV NACIONAIS,52431.8,29.9093568979131%,ALFA NOVA ERECHIM,Fev
12,FLV IMPORTADOS,52385,5.63880656676531%,APRIMOORA ALIMENTOS,Jan
11,FLV NACIONAIS,51967.4,15.6168520684957%,ITALO SUPERMERCADOS,Abr
11,FLV NACIONAIS,51916.94,20.3721744386322%,BRASAO GUARATUBA,Fev
11,FLV NACIONAIS,51772.38,19.5375475881155%,D'ORLA,Jan
05,FLV NACIONAIS,51735.1,18.7622604189419%,SCS COMERCIO,Fev
10,FLV NACIONAIS,51684.57,28.3050461288543%,TCHE MACHADO,Fev
04,FLV NACIONAIS,51660.87,27.1018547290353%,MERCADO DEON,Fev
09,FLV NACIONAIS,51602.99,26.0181963874574%,MERCADO JULIFRAN,Fev
12,FLV IMPORTADOS,51525,16.7032242018438%,SUPERMERCADO RONDON,Abr
10,FLV NACIONAIS,51190.78,27.8672268912488%,TCHE MACHADO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,51130.87,43.5906842019871%,COPAGRIL,Fev
02,FLV NACIONAIS,51072.14,5.9070967067368%,NIPPON SUPERMERCADOS,Fev
12,FLV IMPORTADOS,51030,-13.9804563590045%,HORTIFRUTI BELO FRUT,Fev
13,FLV NACIONAIS,50750.71,21.1834421232728%,MM3 FRUTAS,Mar
05,FLV NACIONAIS,50676,24.9952494869366%,ALFA CORONEL FREITAS,Jan
10,FLV NACIONAIS,50413.35,22.8596467163099%,COOP DE PROD E ABAST,Fev
04,FLV NACIONAIS,50247.56,28.1956525252171%,BEIRA RIO,Jan
05,FLV NACIONAIS,50232.05,27.6328914905922%,JOAO 23,Fev
04,FLV NACIONAIS,50183.19,31.2380311464716%,ATENA SUPERMERCADO,Fev
01,FLV IMPORTADOS,50090,5.41875877420642%,JPJS COMERCIO DE FRU,Jan
04,FLV NACIONAIS,50073.63,25.811874673356%,SUPERMERCADO ALGERI,Jan
13,SEGMENTO ORGANICOS,50027.7,32.7086652594463%,COMPER,Fev
14,ALIMENTOS INDUSTRIALIZADOS,50006.3,51.4925758129986%,COPAGRIL,Mar
11,FLV NACIONAIS,49744.5,18.1878109137694%,PONTAL DO SOL COMERC,Mar
05,FLV NACIONAIS,49738.71,19.0435540817648%,IGUATEMI ALIMENTOS,Jan
04,FLV NACIONAIS,49728.59,28.8383469147225%,MERCADO VITORIA,Jan
15,FLV NACIONAIS,49682.2,25.308534596723%,IRMAOS MUFFATO,Jan
12,FLV IMPORTADOS,49644,19.5261897711707%,UNIAO FRUTAS FINAS,Mar
04,FLV NACIONAIS,49629.99,32.2434318241853%,MERCADO VITORIA,Fev
04,FLV NACIONAIS,49587.04,30.8908817908873%,CASTRO CENTRO,Mar
05,FLV NACIONAIS,49433.61,24.9091765703537%,PERETTO LOJA 1,Fev
13,FLV NACIONAIS,49430.6,29.4783996148135%,MERCADO SUPERNORTE,Jan
09,FLV NACIONAIS,49306.41,22.7479805631382%,PRIMATO COOPERATIVA,Mar
05,FLV NACIONAIS,49086.07,26.8985002262353%,MERCADO PIETROBELLI,Mar
13,FLV NACIONAIS,48919.95,14.5227066956664%,RURAL PROD AGRICOLAS,Mar
11,FLV NACIONAIS,48805.78,41.8969720184781%,BOCCHI ATACADO,Abr
14,ALIMENTOS INDUSTRIALIZADOS,48236.63,43.6506386536539%,SUPER COMPRA DISTRIB,Fev
02,FLV NACIONAIS,48195.55,8.90068728336951%,SUPER TRADICAO,Mar
04,FLV NACIONAIS,48034.25,27.4557286519515%,SUP. GADOTTI,Mar
11,FLV NACIONAIS,48006.12,16.8168442065303%,SUPER FAMILIA,Mar
05,FLV NACIONAIS,47984.9,33.5025280452809%,SUPERMERCADO TRES IR,Jan
09,FLV NACIONAIS,47824.8,11.2020640469292%,STOCK ATACADISTA,Mar
04,FLV NACIONAIS,47776.51,29.6276698318902%,MAKXIMO SUPERMERCADO,Mar
02,FLV NACIONAIS,47712.9,26.2701622404596%,MUFFATO COLOMBO,Fev
12,FLV IMPORTADOS,47587.14,62.7135714396789%,SANTA MARIA HORTIFRU,Mar
12,FLV IMPORTADOS,47540,19.2988052797644%,BELLE RIO,Mar
